prompt,name_pair,location,prolog,referring_expression,target_object,referent_natural
"Casey and Skyler are in the kitchen. Casey is tidying. Skyler is next to a rug on the floor, a broom on the table, a notebook on the table, a dirty plate on the floor, a wet rag on the floor. Casey says to Skyler, 'pick it up'.",Casey and Skyler,kitchen,"setting(kitchen).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, rug).
location(obj1, floor).
object(obj2).
property(obj2, broom).
location(obj2, table).
object(obj3).
property(obj3, notebook).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
location(obj4, floor).
object(obj5).
property(obj5, wet_rag).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,wet rag
"Morgan and Riley are in the living room. Morgan is tidying. Riley is next to a boot on the floor, a lamp on the table, a dirty fork on the floor, a rug on the floor, a banana peel on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,living room,"setting(living_room).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, boot).
location(obj1, floor).
object(obj2).
property(obj2, lamp).
location(obj2, table).
object(obj3).
property(obj3, dirty).
property(obj3, fork).
location(obj3, floor).
object(obj4).
property(obj4, rug).
location(obj4, floor).
object(obj5).
property(obj5, banana_peel).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,banana peel
"Cameron and Charlie are in the kitchen. Cameron is tidying. Charlie is next to a lamp on the table, a dirty rag on the floor, a broom on the table, a book on the table, a shard of glass on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,kitchen,"setting(kitchen).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, lamp).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, rag).
location(obj2, floor).
object(obj3).
property(obj3, broom).
location(obj3, table).
object(obj4).
property(obj4, book).
location(obj4, table).
object(obj5).
property(obj5, shard_of_glass).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,shard of glass
"Cameron and Charlie are in the kitchen. Cameron is tidying. Charlie is next to a laptop on the floor, a dirty plate on the floor, a plant on the table, a boot on the floor, a shoe on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,kitchen,"setting(kitchen).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, laptop).
location(obj1, floor).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
location(obj2, floor).
object(obj3).
property(obj3, plant).
location(obj3, table).
object(obj4).
property(obj4, boot).
location(obj4, floor).
object(obj5).
property(obj5, shoe).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object1,laptop
"Morgan and Riley are in the restaurant. Morgan is tidying. Riley is next to a broken plate on the floor, a rug on the floor, a notebook on the table, a plant on the table, a dirty cup on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,restaurant,"setting(restaurant).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, broken).
property(obj1, plate).
location(obj1, floor).
object(obj2).
property(obj2, rug).
location(obj2, floor).
object(obj3).
property(obj3, notebook).
location(obj3, table).
object(obj4).
property(obj4, plant).
location(obj4, table).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object1,broken plate
"Morgan and Riley are in the garden. Morgan is tidying. Riley is next to a lamp on the table, a banana peel on the floor, a spatula on the table, a notebook on the table, a dirty fork on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,garden,"setting(garden).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, lamp).
location(obj1, table).
object(obj2).
property(obj2, banana_peel).
location(obj2, floor).
object(obj3).
property(obj3, spatulon).
location(obj3, table).
object(obj4).
property(obj4, notebook).
location(obj4, table).
object(obj5).
property(obj5, dirty).
property(obj5, fork).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object2,banana peel
"Jordan and Taylor are in the dining room. Jordan is tidying. Taylor is next to a rug on the floor, a split mug on the floor, a notebook on the table, a dirty plate on the floor, a shoe on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,dining room,"setting(dining_room).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, rug).
location(obj1, floor).
object(obj2).
property(obj2, split).
property(obj2, mug).
location(obj2, floor).
object(obj3).
property(obj3, notebook).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
location(obj4, floor).
object(obj5).
property(obj5, shoe).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object2,broken mug
"Morgan and Riley are in the restaurant. Morgan is tidying. Riley is next to a book on the table, a pen on the table, a banana peel on the floor, a dirty rag on the floor, a rug on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,restaurant,"setting(restaurant).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, book).
location(obj1, table).
object(obj2).
property(obj2, pen).
location(obj2, table).
object(obj3).
property(obj3, banana_peel).
location(obj3, floor).
object(obj4).
property(obj4, dirty).
property(obj4, rag).
location(obj4, floor).
object(obj5).
property(obj5, rug).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object3,banana peel
"Morgan and Riley are in the banquet hall. Morgan is tidying. Riley is next to a dirty rag on the floor, a laptop on the floor, a rug on the floor, a book on the table, a notebook on the table. Morgan says to Riley, 'pick it up'.",Morgan and Riley,banquet hall,"setting(banquet_hall).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, dirty).
property(obj1, rag).
location(obj1, floor).
object(obj2).
property(obj2, laptop).
location(obj2, floor).
object(obj3).
property(obj3, rug).
location(obj3, floor).
object(obj4).
property(obj4, book).
location(obj4, table).
object(obj5).
property(obj5, notebook).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,laptop
"Alex and Bailey are in the restaurant. Alex is tidying. Bailey is next to a dirty bowl on the floor, a notebook on the table, a laptop on the floor, a lamp on the table, a rug on the floor. Alex says to Bailey, 'pick it up'.",Alex and Bailey,restaurant,"setting(restaurant).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
location(obj1, floor).
object(obj2).
property(obj2, notebook).
location(obj2, table).
object(obj3).
property(obj3, laptop).
location(obj3, floor).
object(obj4).
property(obj4, lamp).
location(obj4, table).
object(obj5).
property(obj5, rug).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object3,laptop
"Alex and Bailey are in the living room. Alex is tidying. Bailey is next to a dirty bowl on the floor, a boot on the floor, a wet rag on the floor, a book on the table, a broom on the table. Alex says to Bailey, 'pick it up'.",Alex and Bailey,living room,"setting(living_room).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
location(obj1, floor).
object(obj2).
property(obj2, boot).
location(obj2, floor).
object(obj3).
property(obj3, wet_rag).
location(obj3, floor).
object(obj4).
property(obj4, book).
location(obj4, table).
object(obj5).
property(obj5, broom).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object3,wet rag
"Alex and Bailey are in the garden. Alex is tidying. Bailey is next to a notebook on the table, a broken plate on the floor, a boot on the floor, a dirty fork on the floor, a broom on the table. Alex says to Bailey, 'pick it up'.",Alex and Bailey,garden,"setting(garden).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, notebook).
location(obj1, table).
object(obj2).
property(obj2, broken).
property(obj2, plate).
location(obj2, floor).
object(obj3).
property(obj3, boot).
location(obj3, floor).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
location(obj4, floor).
object(obj5).
property(obj5, broom).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,broken plate
"Morgan and Riley are in the dining room. Morgan is tidying. Riley is next to a dirty bowl on the floor, a rug on the floor, a book on the table, a notebook on the table, a split mug on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,dining room,"setting(dining_room).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
location(obj1, floor).
object(obj2).
property(obj2, rug).
location(obj2, floor).
object(obj3).
property(obj3, book).
location(obj3, table).
object(obj4).
property(obj4, notebook).
location(obj4, table).
object(obj5).
property(obj5, split).
property(obj5, mug).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,broken mug
"Alex and Bailey are in the dining room. Alex is tidying. Bailey is next to a shoe on the floor, a banana peel on the floor, a spatula on the table, a dirty bowl on the floor, a book on the table. Alex says to Bailey, 'pick it up'.",Alex and Bailey,dining room,"setting(dining_room).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, shoe).
location(obj1, floor).
object(obj2).
property(obj2, banana_peel).
location(obj2, floor).
object(obj3).
property(obj3, spatulon).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, bowl).
location(obj4, floor).
object(obj5).
property(obj5, book).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,banana peel
"Jordan and Taylor are in the banquet hall. Jordan is tidying. Taylor is next to a shoe on the floor, a knife on the floor, a dirty fork on the floor, a lamp on the table, a boot on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,banquet hall,"setting(banquet_hall).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, shoe).
location(obj1, floor).
object(obj2).
property(obj2, knife).
location(obj2, floor).
object(obj3).
property(obj3, dirty).
property(obj3, fork).
location(obj3, floor).
object(obj4).
property(obj4, lamp).
location(obj4, table).
object(obj5).
property(obj5, boot).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object2,knife
"Jordan and Taylor are in the living room. Jordan is tidying. Taylor is next to a dirty rag on the floor, a book on the table, a laptop on the floor, a shoe on the floor, a spatula on the table. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,living room,"setting(living_room).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, rag).
location(obj1, floor).
object(obj2).
property(obj2, book).
location(obj2, table).
object(obj3).
property(obj3, laptop).
location(obj3, floor).
object(obj4).
property(obj4, shoe).
location(obj4, floor).
object(obj5).
property(obj5, spatulon).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object3,laptop
"Casey and Skyler are in the living room. Casey is tidying. Skyler is next to a pen on the table, a boot on the floor, a laptop on the floor, a plant on the table, a dirty bowl on the floor. Casey says to Skyler, 'pick it up'.",Casey and Skyler,living room,"setting(living_room).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, pen).
location(obj1, table).
object(obj2).
property(obj2, boot).
location(obj2, floor).
object(obj3).
property(obj3, laptop).
location(obj3, floor).
object(obj4).
property(obj4, plant).
location(obj4, table).
object(obj5).
property(obj5, dirty).
property(obj5, bowl).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object3,laptop
"Jordan and Taylor are in the garden. Jordan is tidying. Taylor is next to a book on the table, a dirty fork on the floor, a boot on the floor, a shoe on the floor, a banana peel on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,garden,"setting(garden).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, book).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, fork).
location(obj2, floor).
object(obj3).
property(obj3, boot).
location(obj3, floor).
object(obj4).
property(obj4, shoe).
location(obj4, floor).
object(obj5).
property(obj5, banana_peel).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,banana peel
